QuestionID,Question,,,
41373478,I'm not sure why there are no bulbs. And how much is it. It's not clear.  Please change the rear windshield ,41374004,"OK I will replace the rear wiper. Rear taillamp does not have a single filament bulb (regular light bulb), it has a LED panel with a serious of hundreds of bulbs on the circuit board (like the TV display) and it costs $460 to replace the lamp. :-(

--Margaret Kang DCH Toyota of Torrance",324
41370664,"How much is a 100,000 mile tune up?",Answer Unavailable,,
41370314,what time you guys close today?,41370981,"7pm

--Margaret Kang DCH Toyota of Torrance",371
41361617,How long will it take?    I can bring it in at 10 tomorrow.,41361939,"I'll need it for 1 - 1/2 hrs. 

--Coby Turner DCH Toyota of Torrance",138
41350446,"Ok thank you very much! I had gotten a shuttle back to my house and asked them to pick me up as well, do you know about how long until they arrive?",Answer Unavailable,,
41345108,I'll call you again when I get home,Answer Unavailable,,
41344095,Can you let me know when they are on their way?,41345959,"YES OF COURSE THEY WILL CALL YOU THEY ARE IN ROUTE NOW

--Chrissy Robertson DCH Toyota of Torrance",593
41337637,That's great. Thank you. Let me kno when I should come pick it up,41338207,"the car is available anytime 

--Jose Hernandez DCH Toyota of Torrance",152
41333200,"Please go ahead and change it 
What time will the car be done?",41338201,"thank you, technician will return from lunch in approx 10 minutes

--Lisette Figueroa DCH Toyota of Torrance",1539
41331717,What? Is there away you can get me a lender car ?,41333093,"let me check if we have one

--Jose Hernandez DCH Toyota of Torrance",416
41324981,How long is the eta on all this?,41325446,"thank you i will get started 

--Jose Hernandez DCH Toyota of Torrance",111
41322882,How much would it cost for the rear glass leak,Answer Unavailable,,
41322652,Why did i get this message ,41324732,"They are updating the files for vehicles waiting on recall parts. please disregard. Thank you and sorry for any inconveneance we may have caused. 

--Marvin Cabrera DCH Toyota of Torrance",622
41313803,My car is ready to pick up? Then can you pick me up where you dropped me off?,Answer Unavailable,,
41313203,What time do you open tomorrow,41314428,"Hi Eric , we open tomorrow at 7:00 am.

--Diana Cota DCH Toyota of Torrance",395
41309512,How long does the service take if I wait and come in the morning,41310787,"Good Morning Eric Lin, the service will take 2 hours  or on Saturdays will take 2-3 hours due to busiest day, did you like to make appointment ?

--Diana Cota DCH Toyota of Torrance",392
41307373,"I left you a voicemail call me when you have chance please 
310-307-9161",41379060,"Rita. We just finished your Corolla and came back from final test drive. The vehicle drives beautifully! No other issues. However for the Horn issue, it looks like tech has already reduce the labor time to 50%, and engine harness wire repair is not a simple procedure we cannot make it ""No-charge"" repair; the best I could do is to bring it down further to $180. Do you want to go ahead and repair the horn for you? I know it's still steep, but It's quite a discount from $332 and it's also a safety item.. Keep the rental till tomrrow morning and let me know by the morning Rita. Thanks!

--Margaret Kang DCH Toyota of Torrance",26691
41302523,"Things are fine Coby
This is from my cell, I will have to check my computer when I get home to do the feedback
",41344012,"Great, and thank you!!

--Coby Turner DCH Toyota of Torrance",13183
41299648,How about April 1st from 8-8:30 am?,41301663,"Good Morning Gretchen Deisenroth , your appointment is confirmed for Saturday 1st at 8:00 am, Thank you for servicing your vehicle at DCH Toyota of Torrance.

--Diana Cota DCH Toyota of Torrance",661
41293387,oh I mean what is the name of person with today?,Answer Unavailable,,
41279279,"I was speaking with her by phone but line was disconnected.
how did it go?",41279438,"my co worker received a call, I am going to call this morning to get the complete detail of the approved repair. I will let you know as soon as I speak to her :-)

--Margaret Kang DCH Toyota of Torrance",89
41257593,"So like I stated, again, the light wasn't on when I took it in there, is there gonna be a charge for that?? ",41258089,"not for the inspection, if it is just a reset there is no charge, if something needs to be replaced, we wont do anything without your approval.


thank you

",459
41256431,"So it has nothing to do with what was done today?? 
The light wasn't on before I took it in today. ",41257470,"right, that is a complete different circuit, the work we did today only pertains to air bag system.


once we check it we will know why its on.


 

",910
41255891,Ok Miguel...so what do I do about this???? Do I schedule  another appt?,41256269,"yes,that is the tire pressure light, either the pressures need to be reset or there may be a tire sensor communication problem with monitor. need to check and diagnose.


any day you are available if its just tire pressure we can do it right away, if it needs to be diagnosed, need it for 2 hrs at least to check monitors.",307
41251813,"Hi Miguel, picked up the car and 'this symbol thingy is flashing on the dashboard...do you know what that means??",41252417,"Hello Irene, sorry the image does not come through. can you email me that picture to mortiz@dchusa.com   please


thank you


 

",357
41237557,"I need a loaner, which day can you schedule one?",41240552,"Good Afternoon Boon Leo , unfortunately we do not give out loaner vehicle , we do rent out vehicles for 5 hours for $21.80 or 24hrs $40.00 and $55.00 and up or we also do have a complimentary shuttle 7 miles radius.


--Diana Cota DCH Toyota of Torrance",1076
41227617,"No, I mean how much per time I need to pay for service",41229307,"For a Minor Service is usually $99, but we have a special going on right now for only $77.77. Would you like to schedule an appt?


--Deanna Chapman DCH Toyota of Torrance",529
41213726,How about 3-27 at 2 pm,41220907,"Good Afternoon Julius Guevara, your appointment is confirmed for Monday 27th at 2:00 pm, Thank you for servicing your vehicle at DCH Toyota of Torrance.


--Diana Cota DCH Toyota of Torrance",2178
41212627,"Hi Diana, can I bring it in this Saturday, April 25th when you open?",41212758,"Yes dfenitely 


 


--Janet Roman DCH Toyota of Torrance",48
41212246,"Can you please tell me if I wanna do the service in the TOYOTA dealer, how much per time?",41212869,"If your coming in Mon-Fri your looking at about 1 1/2 hours to 2 hours. For a Saturday its about a 2-3 hour wait. When you come in your advisor will be able to give you a better time frame.


--Deanna Chapman DCH Toyota of Torrance",179
41212154,"Thank you for your reminder but sorry for the late response due to busy schedule.
How about 4:30 pm on Thursday tomorrow or Friday ? Is it available?",41213018,"Thursday 430 pm perfect thank you.


--Ofelia Carlin DCH Toyota of Torrance",279
41208876,I'm here in waiting room. How is it going with my car?,41209064,"They are inspecting it now i will come see you as soon as i get an answer


--Chrissy Robertson DCH Toyota of Torrance",66
41207084,What is the earliest time you have,41207124,"730am


--Ofelia Carlin DCH Toyota of Torrance",12
41202486,Thank you Marvin. Just text me when the car is ready for pick up. ,41214517,"Good News Joyce! Your vehicle is ready.


--Daniel Poplar DCH Toyota of Torrance",3710
41193125,How about 11:15AM pickup? Does that work?,41668770,"Sandra - Thank you for trusting us with your vehicle. I hope your vehicle is running great !! Please contact me if any concerns arise. You may receive a feedback survey from the crew at Toyota. This is my personal report card and would mean a ton if you would take the time to complete. Thank you again, happy motoring. See ya at your next visit.

--Jocelin Monge DCH Toyota of Torrance",446571
41191970,"Hi Lisette, I have the 2011 RAV4. Do you know how much longer?",43292728,"Hi Symar, I noticed during your recent visit to our dealership that there were some recommended services that were not completed. Performing recommended repairs is essential to ensure the safety, long-term reliability and durability of your Toyota. For being a valued customer we would like to offer you an additional discount on the labor towards these repairs. For more information or to take advantage of this discount by setting up an appointment please feel free to contact me.

--Deanna Chapman DCH Toyota of Torrance",1814978
41190918,What is the earliest possible app on Sat?,41190965,"730am


--Ofelia Carlin DCH Toyota of Torrance",14
41186799,What time are you open until Friday evening?,41186905,"Hi Kevin , we are open till 7:00 pm.


--Diana Cota DCH Toyota of Torrance",40
